sample	category	mapped	unique	total	unique/total	gfp	PF_BASES	PF_ALIGNED_BASES	RIBOSOMAL_BASES	CODING_BASES	UTR_BASES	INTRONIC_BASES	INTERGENIC_BASES	IGNORED_READS	CORRECT_STRAND_READS	INCORRECT_STRAND_READS	NUM_R1_TRANSCRIPT_STRAND_READS	NUM_R2_TRANSCRIPT_STRAND_READS	NUM_UNEXPLAINED_READS	PCT_R1_TRANSCRIPT_STRAND_READS	PCT_R2_TRANSCRIPT_STRAND_READS	PCT_RIBOSOMAL_BASES	PCT_CODING_BASES	PCT_UTR_BASES	PCT_INTRONIC_BASES	PCT_INTERGENIC_BASES	PCT_MRNA_BASES	PCT_USABLE_BASES	PCT_CORRECT_STRAND_READS	MEDIAN_CV_COVERAGE	MEDIAN_5PRIME_BIAS	MEDIAN_3PRIME_BIAS	MEDIAN_5PRIME_TO_3PRIME_BIAS
FACS_M059K_U_89_S232	M059K_U	826764	740923	1696602	0.436709965	886	74765259	74143891	559322	54882653	16838872	1133281	729763	0	0	0	142271	140726	2414	0.50273	0.49727	0.007544	0.740218	0.227111	0.015285	0.009843	0.967329	0.959289	0	0.865313	0.366331	0.603856	0
FACS_M059K_U_8_S249	M059K_U	5056	4594	45052	0.101971056	10	461754	458391	40785	265637	89087	51567	11315	0	0	0	720	653	17	0.524399	0.475601	0.088974	0.579499	0.194347	0.112496	0.024684	0.773846	0.76821	0	0.769628	0.618973	0.545583	0.575185
FACS_M059K_U_90_S240	M059K_U	21459590	19021978	22479486	0.846192747	18906	1919305020	1905949551	184764185	1351888998	350651407	8243546	10401415	0	0	0	3289557	3303175	73728	0.498967	0.501033	0.096941	0.709299	0.183977	0.004325	0.005457	0.893277	0.887061	0	0.453248	0.626221	0.667869	0.708694
FACS_M059K_U_91_S248	M059K_U	135701	106859	196394	0.544105217	4	10773627	10667421	25639	7254996	2662503	644881	79402	0	0	0	17858	17419	180	0.506222	0.493778	0.002403	0.680108	0.249592	0.060453	0.007443	0.9297	0.920535	0	0.999278	0.224785	0.730468	0
FACS_M059K_U_92_S256	M059K_U	19244	18388	416000	0.044201923	6	1852419	1830120	52066	1227666	185809	141227	223352	0	0	0	3261	3237	21	0.501847	0.498153	0.02845	0.670812	0.101528	0.077168	0.122042	0.77234	0.763043	0	0.776348	0.439837	0.514929	0.470789
FACS_M059K_U_93_S264	M059K_U	4132	3374	78634	0.042907648	12	339194	334015	7871	115563	38274	99876	72431	0	0	0	305	297	4	0.506645	0.493355	0.023565	0.345981	0.114588	0.299017	0.21685	0.460569	0.453537	0	0.775886	0.294597	0.41436	0.176471
FACS_M059K_U_94_S272	M059K_U	5898	5438	87244	0.062330934	0	546591	537521	2534	186465	118310	148266	81946	0	0	0	763	720	3	0.514498	0.485502	0.004714	0.346898	0.220103	0.275833	0.152452	0.567001	0.557592	0	1.087504	0.088064	0	0
FACS_M059K_U_95_S280	M059K_U	4554	3472	136180	0.025495667	0	349798	344792	5408	94953	159571	47123	37737	0	0	0	611	532	5	0.534558	0.465442	0.015685	0.275392	0.462804	0.136671	0.109449	0.738196	0.727631	0	1.044556	0.542006	0.577039	0.111148
FACS_M059K_U_96_S288	M059K_U	2248	2036	5636	0.361249113	10	204740	203159	13001	135509	47037	3687	3925	0	0	0	338	353	5	0.489146	0.510854	0.063994	0.66701	0.231528	0.018148	0.01932	0.898538	0.891599	0	0.808965	0.599454	0.497004	1.038961
FACS_M059K_U_9_S257	M059K_U	119334	94196	265726	0.354485447	14	9495562	9420958	1010	6473633	2366790	537635	41890	0	0	0	14266	13966	105	0.505313	0.494687	0.000107	0.687152	0.251226	0.057068	0.004446	0.938378	0.931006	0	1.158082	0	0.534806	0
