updated_barcode	sample	matched_initial_sample	replicate	category	batch	initial_treatment	initial_survived	divided	best_rep	pass_qc_filter	pass_qc_rep_filter	matched_initital_pass	wang_sc_mes_top_50	wang_sc_pro_bottom_50	Patel_Bernstein_stemness	matched_wang_sc_mes_top_50	matched_wang_sc_pro_bottom_50	matched_Patel_Bernstein_stemness	mapped	unique	total	unique/total	gfp	PF_BASES	PF_ALIGNED_BASES	RIBOSOMAL_BASES	CODING_BASES	UTR_BASES	INTRONIC_BASES	INTERGENIC_BASES	IGNORED_READS	CORRECT_STRAND_READS	INCORRECT_STRAND_READS	NUM_R1_TRANSCRIPT_STRAND_READS	NUM_R2_TRANSCRIPT_STRAND_READS	NUM_UNEXPLAINED_READS	PCT_R1_TRANSCRIPT_STRAND_READS	PCT_R2_TRANSCRIPT_STRAND_READS	PCT_RIBOSOMAL_BASES	PCT_CODING_BASES	PCT_UTR_BASES	PCT_INTRONIC_BASES	PCT_INTERGENIC_BASES	PCT_MRNA_BASES	PCT_USABLE_BASES	PCT_CORRECT_STRAND_READS	MEDIAN_CV_COVERAGE	MEDIAN_5PRIME_BIAS	MEDIAN_3PRIME_BIAS	MEDIAN_5PRIME_TO_3PRIME_BIAS
B7_23_11_21_M059K_S95_L003	B7_23_11_21_M059K_S95_L003	NA	NA	I	6	T	N	NA	-	Y	Y	NA	-0.016851848	-0.066026936	-0.125992099	NA	NA	NA	4548	4008	285074	0.014059507	16	402255	394906	24664	164080	72316	80447	53399	0	0	0	412	448	13	0.47907	0.52093	0.062455	0.415491	0.183122	0.203712	0.13522	0.598613	0.587677	0	0.917164	0.416694	0.594449	0.195652
B7_240122_M059K_S210_L003	B7_240122_M059K_S210_L003	NA	NA	I	8	T	Y	Y	-	N	N	NA	NA	NA	NA	NA	NA	NA	6354	5637	2415364	0.00233381	0	563913	556652	159642	130751	37064	129813	99382	0	0	0	335	356	29	0.484805	0.515195	0.28679	0.234888	0.066584	0.233203	0.178535	0.301472	0.29759	0	0.913159	0.043179	0.699207	0
B7_291121_M059K_S106_L003	B7_291121_M059K_S106_L003	NA	NA	I	0	T	Y	N	-	Y	Y	NA	-0.149195742	-0.047319219	-0.225686582	NA	NA	NA	31432	29456	370342	0.079537293	0	2948981	2888041	3999	74003	118649	1524072	1167318	0	0	0	402	418	33	0.490244	0.509756	0.001385	0.025624	0.041083	0.527718	0.40419	0.066707	0.065328	0	1.226146	0	0	0
B7_301121_M059K_S132_L003	B7_301121_M059K_S132_L003	NA	NA	I	0	T	Y	Y	-	N	N	NA	NA	NA	NA	NA	NA	NA	10158	8964	386276	0.023206205	0	900911	880072	6056	48113	68298	415935	341670	0	0	0	192	265	3	0.420131	0.579869	0.006881	0.054669	0.077605	0.472615	0.38823	0.132274	0.129215	0	1.684842	0	0.166628	0
B7_310122_M059K_S234_L003	B7_310122_M059K_S234_L003	NA	NA	I	10	T	N	NA	-	Y	Y	NA	0.310237816	-0.127453212	-0.381820919	NA	NA	NA	1303569	1224642	36634362	0.033428779	0	123018914	121001714	390221	1145673	24961830	66586673	27917317	0	0	0	6317	5473	314	0.535793	0.464207	0.003225	0.009468	0.206293	0.550295	0.230718	0.215761	0.212223	0	1.058644	0	0.841489	0
B7L_T_291121_M059K_S118_L003	B7L_291121_M059K_S118_L003	B7_291121_M059K_S106_L003	NA	L_T	8	T	Y	N	-	N	N	Y	NA	NA	NA	-0.149195742	-0.047319219	-0.225686582	6459	5374	413046	0.013010657	0	538214	525583	26437	56434	21715	255318	165679	0	0	0	146	152	2	0.489933	0.510067	0.0503	0.107374	0.041316	0.485781	0.315229	0.14869	0.145201	0	1.447696	0.555753	0	0
B7L1_T_240122_M059K_S218_L003	B7L1_T_240122_M059K_S218_L003	B7_240122_M059K_S210_L003	NA	L_T	8	T	Y	Y	-	Y	Y	N	-0.532171815	-0.138505413	-0.231299281	NA	NA	NA	7969138	7643612	15519112	0.492528954	4	768177063	756872139	3859876	353181852	253419419	97825493	48585499	0	0	0	991834	987331	53378	0.501138	0.498862	0.0051	0.466633	0.334825	0.12925	0.064192	0.801458	0.789663	0	2.296682	0	1.354326	0
B7L1_T_301121_M059K_S138_L003	B7L1_T_301121_M059K_S138_L003	B7_301121_M059K_S132_L003	NA	L_T	0	T	Y	Y	-	Y	Y	N	-0.063382548	0.071367647	-0.224004914	NA	NA	NA	4443	3465	137420	0.02521467	2	346618	337932	17127	43048	29412	144032	104313	0	0	0	143	157	10	0.476667	0.523333	0.050682	0.127387	0.087035	0.426216	0.30868	0.214422	0.209049	0	1.071674	0.003805	0	0
B7L1_U_051121_M059K_S36_L003	B7L1_U_051121_M059K_S36_L003	B7_051121_M059K_S32_L003	NA	L_U	3	U	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	2555594	2010218	8856948	0.22696509	0	202511831	200679390	87753258	100833407	3893507	4328730	3870488	0	0	0	223669	249145	28458	0.473059	0.526941	0.437281	0.50246	0.019402	0.02157	0.019287	0.521862	0.51714	0	1.457635	0	0.181293	0
B7L2_T_240122_M059K_S219_L003	B7L2_T_240122_M059K_S219_L003	B7_240122_M059K_S210_L003	NA	L_T	0	T	Y	Y	-	Y	Y	N	-0.074336033	0.017483266	-0.246110538	NA	NA	NA	97244	78516	3118900	0.02517426	4	7891918	7715547	6958	564249	536489	3628921	2978930	0	0	0	2598	2612	10	0.498656	0.501344	0.000902	0.073131	0.069534	0.470339	0.386094	0.142665	0.139477	0	1.183881	0.076389	0.270242	0
B7L2_T_301121_M059K_S139_L003	B7L2_T_301121_M059K_S139_L003	B7_301121_M059K_S132_L003	NA	L_T	3	T	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	4438	3986	292468	0.013628841	2	399351	389068	4423	39242	27467	169244	148692	0	0	0	123	144	11	0.460674	0.539326	0.011368	0.100862	0.070597	0.434999	0.382175	0.171458	0.167044	0	0.945511	0.435497	0.130929	0.266667
B7L2_U_051121_M059K_S37_L003	B7L2_U_051121_M059K_S37_L003	B7_051121_M059K_S32_L003	NA	L_U	8	U	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	1016632	804295	5767292	0.139457999	0	80929311	79295095	35036909	34735810	3003435	3336636	3182305	0	0	0	74423	81001	26351	0.478839	0.521161	0.441855	0.438057	0.037877	0.042079	0.040132	0.475934	0.466324	0	1.693755	0	1.377722	0
B7L3_T_240122_M059K_S220_L003	B7L3_T_240122_M059K_S220_L003	B7_240122_M059K_S210_L003	NA	L_T	0	T	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	215885	184308	4309474	0.042768097	0	18530633	18193753	2563235	5430245	2357894	3887501	3954878	0	0	0	17586	18656	1089	0.485238	0.514762	0.140885	0.298468	0.129599	0.213672	0.217376	0.428067	0.420285	0	1.246996	0.010077	0.626613	0
B7L3_T_301121_M059K_S140_L003	B7L3_T_301121_M059K_S140_L003	B7_301121_M059K_S132_L003	NA	L_T	3	T	Y	Y	-	Y	Y	N	-0.161377394	0.071840907	-0.309978689	NA	NA	NA	3987	3490	140684	0.02480737	0	346931	338943	8863	38214	32493	141820	117553	0	0	0.00E+00	122	130	4	0.484127	0.515873	0.026149	0.112745	0.095866	0.418418	0.346822	0.20861	0.203807	0	1.175641	0	1.147595	0
B7L3_U_051121_M059K_S38_L003	B7L3_U_051121_M059K_S38_L003	B7_051121_M059K_S32_L003	NA	L_U	0	U	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	125354	96658	4250592	0.022739891	0	9722810	9453739	2581440	1358034	467096	3103676	1943493	0	0	0	3756	4117	882	0.477074	0.522926	0.27306	0.14365	0.049409	0.328301	0.205579	0.193059	0.187716	0	1.543147	0	0.296909	0
B7L4_T_301121_M059K_S141_L003	B7L4_T_301121_M059K_S141_L003	B7_301121_M059K_S132_L003	NA	L_T	3	T	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	3190	2818	299108	0.009421346	0	281329	273635	6913	26997	19364	125829	94532	0	0	0	109	92	2	0.542289	0.457711	0.025264	0.098661	0.070766	0.459842	0.345468	0.169426	0.164793	0	0.944952	0	1.153929	0
B7L4_U_051121_M059K_S39_L003	B7L4_U_051121_M059K_S39_L003	B7_051121_M059K_S32_L003	NA	L_U	0	U	Y	Y	-	N	N	N	NA	NA	NA	NA	NA	NA	669812	379436	2906334	0.13055485	0	38110546	37472364	23327915	11987013	332699	933836	890901	0	0	0	24549	27197	7695	0.474413	0.525587	0.622537	0.319889	0.008879	0.024921	0.023775	0.328768	0.323263	0	1.168658	0.090527	0.634861	0
B7LV1_T_141221_M059K_S307_L003	B7LV1_141221_M059K_S307_L003	B7_141221_M059K_S192_L003	15	L_T	2	T	Y	N	-	Y	Y	Y	0.347309838	-0.285118777	0.032321989	0.33400692	-0.062977623	-0.113829702	2232389	2087944	5300256	0.39393267	280	210148862	207679638	5575000	98409127	57727641	27718498	18249372	0	0	0	298401	300099	7694	0.498581	0.501419	0.026844	0.473851	0.277965	0.133468	0.087873	0.751815	0.742982	0	0.999985	0	0.786187	0
B7LV2_T_141221_M059K_S194_L003	B7LV2_141221_M059K_S194_L003	B7_141221_M059K_S192_L003	15	L_T	2	T	Y	N	-	N	N	Y	NA	NA	NA	0.33400692	-0.062977623	-0.113829702	9395072	9055051	16818216	0.538407344	1176	910824114	903868817	713733781	140155944	30836417	10611535	8531140	0	0	0	330424	342209	30578	0.49124	0.50876	0.789643	0.155062	0.034116	0.01174	0.009438	0.189178	0.187734	0	0.873165	0.132228	0.599513	0
B8_010222_M059K_S240_L003	B8_010222_M059K_S240_L003	NA	NA	I	10	U	Y	N	-	N	N	NA	NA	NA	NA	NA	NA	NA	482151	378706	12638562	0.029964327	0	38067942	37297681	4042457	535378	1518195	17207945	13993706	0	0	0	4087	3713	260	0.523974	0.476026	0.108384	0.014354	0.040705	0.461368	0.37519	0.055059	0.053945	0	1.853937	0	1.025607	0
B8_020321_M059K_FUCCI_S283_L003	B8_020321_M059K_FUCCI_S283_L003	NA	NA	FUCCI	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	26996	24876	383656	0.064839335	0	2492027	2438740	138662	73856	144913	989050	1092259	0	0	0	379	507	11	0.427765	0.572235	0.056858	0.030284	0.059421	0.405558	0.447878	0.089706	0.087788	0	1.675019	0	0	0
B8_021121_M059K_S8_L003	B8_021121_M059K_S8_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	39538	27906	1090878	0.025581229	0	2800214	2713634	80268	241479	102039	1344524	945324	0	0	0	531	559	78	0.487156	0.512844	0.02958	0.088987	0.037602	0.49547	0.348361	0.12659	0.122676	0	1.697042	0	0.060026	0
B8_051121_M059K_S33_L003	B8_051121_M059K_S33_L003	NA	NA	I	3	U	Y	N	-	N	N	NA	NA	NA	NA	NA	NA	NA	16642	15714	183596	0.0855901	0	1575465	1539239	9757	81105	78774	684490	685113	0	0	0	292	269	17	0.520499	0.479501	0.006339	0.052692	0.051177	0.444694	0.445099	0.103869	0.101481	0	1.194119	0.01457	0.37692	0
B8_061221_M059K_S149_L003	B8_061221_M059K_S149_L003	NA	NA	I	1	T	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	22625	20866	146246	0.142677407	0	2071309	1985521	5248	42965	79991	1032038	825279	0	0	0	228	235	30	0.492441	0.507559	0.002643	0.021639	0.040287	0.519782	0.415649	0.061926	0.059361	0	1.794653	0	0	0
B8_071221_M059K_S164_L003	B8_071221_M059K_S164_L003	NA	NA	I	1	T	N	NA	-	Y	Y	NA	-0.248134306	0.104875967	-0.148714454	NA	NA	NA	68613	55776	2289246	0.024364354	4	5605195	5493649	49399	1101309	556661	1829139	1957141	0	0	0	3348	3366	39	0.49866	0.50134	0.008992	0.200469	0.101328	0.332955	0.356255	0.301798	0.295792	0	1.486333	0	0.503888	0
B8_100621_HeLa_S289_L003	B8_100621_HeLa_S289_L003	NA	NA	HeLa	12	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	2555	1782	646300	0.002757233	0	175061	171258	18912	23304	13733	65093	50216	0	0	0	82	68	2	0.546667	0.453333	0.11043	0.136075	0.080189	0.380087	0.293218	0.216264	0.211566	0	0.759021	0	1.836982	0
B8_131221_M059K_S177_L003	B8_131221_M059K_S177_L003	NA	NA	I	2	U	N	NA	-	Y	Y	NA	-0.414360176	-0.178749022	0.368078293	NA	NA	NA	269131	242264	539278	0.449237684	2	24323671	24057848	558100	14031416	5565231	2558052	1345049	0	0	0.00E+00	36072	36244	592	0.498811	0.501189	0.023198	0.583237	0.231327	0.106329	0.055909	0.814564	0.805662	0	1.248096	0	0.444406	0
B8_141221_M059K_S193_L003	B8_141221_M059K_S193_L003	NA	NA	I	2	T	N	NA	-	Y	Y	NA	0.24619215	-0.069105006	-0.126317663	NA	NA	NA	1080940	964221	3022502	0.319014181	236	97095275	95878572	4856394	34369818	17118331	22680444	16853585	0	0	0	98941	97952	2904	0.502512	0.497488	0.050652	0.358472	0.178542	0.236554	0.175781	0.537014	0.530285	0	1.172201	0	0.685746	0
B8_160222_HeLa_S264_L003	B8_160222_HeLa_S264_L003	NA	NA	HeLa	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	4211	3809	19158	0.198820336	0	377478	372062	8742	70554	55016	139255	98495	0	0	0	236	258	4	0.477733	0.522267	0.023496	0.18963	0.147868	0.374279	0.264727	0.337498	0.332655	0	0.911992	0	0.933723	0
B8_161121_M059K_S56_L003	B8_161121_M059K_S56_L003	NA	NA	I	5	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	960839	921093	1456132	0.632561471	0	92219581	90049692	4104	1247350	2599356	46099394	40099488	0	0	0	9040	9021	825	0.500526	0.499474	4.60E-05	0.013852	0.028866	0.511933	0.445304	0.042718	0.041712	0	2.632938	0	0	0
B8_170222_GBM63_S274_L003	B8_170222_GBM63_S274_L003	NA	NA	gbm63	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1086036	554030	23702818	0.023374014	12	55760474	54281319	263474	11774630	4948511	17438942	19855762	0	0	0	32618	33803	934	0.49108	0.50892	0.004854	0.216919	0.091164	0.32127	0.365794	0.308083	0.29991	0	1.692767	0	1.064461	0
B8_180122_M059K_S200_L003	B8_180122_M059K_S200_L003	NA	NA	I	7	T	Y	N	-	N	N	NA	NA	NA	NA	NA	NA	NA	7204	6664	2464448	0.002704054	0	664617	647147	22532	16484	49842	290979	267310	0	0	0	102	99	43	0.507463	0.492537	0.034817	0.025472	0.077018	0.449634	0.413059	0.10249	0.099796	0	1.467543	0	0.595836	0
B8_22_11_21_M059K_S77_L003	B8_22_11_21_M059K_S77_L003	NA	NA	I	6	U	N	NA	-	Y	Y	NA	-0.092961074	-0.008225058	-0.111067867	NA	NA	NA	1181529	1123897	9843712	0.114174104	0	112926571	109782129	24301	2573346	2865281	63024438	41294763	0	0	0	15130	13612	2228	0.526407	0.473593	0.000221	0.02344	0.0261	0.574086	0.376152	0.04954	0.048161	0	2.321612	0	0	0
B8_240122_M059K_S212_L003	B8_240122_M059K_S212_L003	NA	NA	I	8	T	N	NA	-	Y	Y	NA	-0.201330462	0.006905051	-0.28331793	NA	NA	NA	104354	94942	1216684	0.078033409	0	9548438	9342011	218054	665734	1231916	3658977	3567330	0	0	0	4671	4628	42	0.502312	0.497688	0.023341	0.071262	0.131868	0.391669	0.381859	0.203131	0.198739	0	1.094981	0	0.476464	0
B8_291121_M059K_S107_L003	B8_291121_M059K_S107_L003	NA	NA	I	0	T	Y	Y	-	Y	Y	NA	0.139582101	-0.023813615	-0.070530135	NA	NA	NA	30256	28628	111834	0.255986551	0	2876220	2795453	1296	39412	85371	1506006	1163368	0	0	0.00E+00	287	248	30	0.536449	0.463551	0.000464	0.014099	0.030539	0.538734	0.416164	0.044638	0.043384	0	1.297289	0.159098	0	0
B8_301121_M059K_S133_L003	B8_301121_M059K_S133_L003	NA	NA	I	0	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	3762	3182	130604	0.024363725	2	318993	312190	5908	22288	15583	147215	121196	0	0	0	97	88	4	0.524324	0.475676	0.018924	0.071392	0.049915	0.471556	0.388212	0.121308	0.11872	0	0.937194	0	0.846154	0
B8_310122_M059K_S235_L003	B8_310122_M059K_S235_L003	NA	NA	I	10	T	N	NA	-	Y	Y	NA	-0.044167969	-0.167645597	-0.000989414	NA	NA	NA	113250	103802	2286020	0.045407302	0	10455211	10355781	45157	449991	732342	5527038	3601253	0	0	0	1813	1946	84	0.482309	0.517691	0.004361	0.043453	0.070718	0.533715	0.347753	0.114171	0.113086	0	1.030711	0	0.695157	0
B8L_T_180122_M059K_S203_L003	B8L_180122_M059K_S203_L003	B8_180122_M059K_S200_L003	NA	L_T	0	T	Y	N	-	N	N	N	NA	NA	NA	NA	NA	NA	1309581	609985	40982214	0.01488414	0	61415642	60599864	47111684	5486012	2333271	3059268	2609629	0	0	0	13304	13352	1326	0.4991	0.5009	0.777422	0.090528	0.038503	0.050483	0.043063	0.129031	0.127317	0	1.343802	0	0.402032	0
B8L_U_010222_M059K_S256_L003	B8L_U_010222_M059K_S256_L003	B8_010222_M059K_S240_L003	NA	L_U	10	U	Y	N	-	Y	Y	N	-0.539300533	-0.278238655	0.176923393	NA	NA	NA	547414	378472	23642152	0.016008357	22	38087579	37659766	2403801	19283592	9208627	4148924	2614822	0	0	0	51123	50302	785	0.504047	0.495953	0.063829	0.512048	0.244522	0.110169	0.069433	0.756569	0.748071	0	1.188668	0	0.635312	0
B8L_U_051121_M059K_S40_L003	B8L_U_051121_M059K_S40_L003	B8_051121_M059K_S33_L003	NA	L_U	3	U	Y	N	-	N	N	N	NA	NA	NA	NA	NA	NA	103846	42916	602850	0.071188521	0	4308280	4237445	3223948	794148	64751	101936	52662	0	0	0	1785	1886	258	0.486244	0.513756	0.760824	0.187412	0.015281	0.024056	0.012428	0.202693	0.19936	0	1.079308	0.2	0.513036	0
B8L1_T_291121_M059K_S119_L003	B8L1_291121_M059K_S119_L003	B8_291121_M059K_S107_L003	NA	L_T	0	T	Y	Y	-	Y	Y	Y	-0.032887096	0.121513818	-0.324501735	0.139582101	-0.023813615	-0.070530135	6027	5186	225924	0.022954622	0	515791	495289	6147	73209	41237	219481	155215	0	0	0	247	242	10	0.505112	0.494888	0.012411	0.147811	0.083258	0.443137	0.313383	0.231069	0.221884	0	1.049745	0.112254	1.065153	0
B8L2_T_291121_M059K_S120_L003	B8L2_291121_M059K_S120_L003	B8_291121_M059K_S107_L003	NA	L_T	7	T	Y	Y	-	N	N	Y	NA	NA	NA	0.139582101	-0.023813615	-0.070530135	5395	4318	473036	0.009128269	0	433309	423058	56434	81568	31727	145377	107952	0	0	0	203	245	22	0.453125	0.546875	0.133395	0.192806	0.074994	0.343634	0.255171	0.2678	0.261465	0	1.0486	0.027272	0.833096	0
B9_010222_M059K_S241_L003	B9_010222_M059K_S241_L003	NA	NA	I	10	T	N	NA	-	Y	Y	NA	0.132315633	-0.124648547	0.228594703	NA	NA	NA	1055142	831302	16349946	0.050844327	0	83518178	82401600	2532399	1807974	2360003	37688815	38012409	0	0	0	9060	9037	1434	0.500635	0.499365	0.030732	0.021941	0.02864	0.45738	0.461307	0.050581	0.049905	0	2.054424	0	0	0
B9_020321_M059K_FUCCI_S284_L003	B9_020321_M059K_FUCCI_S284_L003	NA	NA	FUCCI	11	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	1780750	1687932	2264026	0.745544442	0	169642372	167487297	39625	1502212	4586578	79640287	81718595	0	0	0	12865	12167	1648	0.513942	0.486058	0.000237	0.008969	0.027385	0.4755	0.487909	0.036354	0.035892	0	2.15819	0	0	0
B9_021121_M059K_S9_L003	B9_021121_M059K_S9_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	33386	25090	718288	0.034930279	0	2515139	2450933	264660	418164	104423	970976	692710	0	0	0	1163	1205	128	0.491132	0.508868	0.107983	0.170614	0.042605	0.396166	0.282631	0.21322	0.207777	0	1.322516	0.644883	0	0
B9_051121_M059K_S34_L003	B9_051121_M059K_S34_L003	NA	NA	I	3	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	5464	5138	368948	0.013926082	0	514732	497513	12446	17357	20567	252233	194910	0	0	0	72	94	10	0.433735	0.566265	0.025016	0.034888	0.04134	0.506988	0.391769	0.076227	0.073677	0	1.365497	0.564334	1.492755	0
B9_061221_M059K_S150_L003	B9_061221_M059K_S150_L003	NA	NA	I	1	T	N	NA	-	Y	Y	NA	0.080852641	0.090858929	-0.081639223	NA	NA	NA	153357	144783	1417818	0.102116774	0	14563930	14295939	34246	315954	440320	6491808	7013611	0	0	0	1626	1462	213	0.526554	0.473446	0.002396	0.022101	0.0308	0.454102	0.490602	0.052901	0.051928	0	1.711895	0	1.464462	0
B9_071221_M059K_S165_L003	B9_071221_M059K_S165_L003	NA	NA	I	1	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	2252	1788	37799106	4.73E-05	0	178969	174973	8412	20006	11325	76793	58437	0	0	0	56	74	7	0.430769	0.569231	0.048076	0.114338	0.064724	0.438885	0.333977	0.179062	0.175064	0	1.038737	0	1.221736	0
B9_100621_HeLa_S290_L003	B9_100621_HeLa_S290_L003	NA	NA	HeLa	12	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	8825	6882	738852	0.00931445	4	682517	674180	46470	44164	40204	291902	251440	0	0	0	181	182	12	0.498623	0.501377	0.068928	0.065508	0.059634	0.432973	0.372957	0.125142	0.123613	0	0.889568	0.106487	0.765656	0.152778
B9_131221_M059K_S178_L003	B9_131221_M059K_S178_L003	NA	NA	I	2	U	Y	N	-	Y	Y	NA	0.206913152	-0.115100964	-0.154959335	NA	NA	NA	2070829	1858989	6070824	0.306216916	2400	187346102	185953978	10122852	110322890	41212479	16294663	8001094	0	0	0	286155	285778	4817	0.50033	0.49967	0.054437	0.593281	0.221627	0.087627	0.043027	0.814908	0.808853	0	0.65148	0.386494	0.572836	0.167105
B9_160222_HeLa_S265_L003	B9_160222_HeLa_S265_L003	NA	NA	HeLa	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	5310	4730	82204	0.057539779	0	469873	465050	13523	33506	20427	219889	177705	0	0	0.00E+00	98	110	15	0.471154	0.528846	0.029079	0.072048	0.043924	0.472829	0.38212	0.115972	0.114782	0	1.005234	0.720142	0.506745	0.57573
B9_161121_M059K_S57_L003	B9_161121_M059K_S57_L003	NA	NA	I	5	U	Y	N	-	N	N	NA	NA	NA	NA	NA	NA	NA	8726	8318	85198	0.0976314	0	836160	815293	779	13203	26751	416110	358450	0	0	0	91	85	18	0.517045	0.482955	0.000955	0.016194	0.032812	0.510381	0.439658	0.049006	0.047783	0	1.337061	0	0	0
B9_170222_GBM63_S275_L003	B9_170222_GBM63_S275_L003	NA	NA	gbm63	9	NA	NA	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	23563	18406	3028858	0.006076878	0	1849940	1816662	46636	300957	383651	507755	577663	0	0	0	1568	1656	19	0.486352	0.513648	0.025671	0.165665	0.211185	0.279499	0.31798	0.376849	0.37007	0	0.947302	0.214013	0.497732	0
B9_180122_M059K_S201_L003	B9_180122_M059K_S201_L003	NA	NA	I	7	T	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	4747	3858	125602	0.030716071	0	385447	377616	8598	56261	23363	144716	144678	0	0	0.00E+00	117	82	6	0.58794	0.41206	0.022769	0.14899	0.06187	0.383236	0.383135	0.21086	0.206576	0	0.985706	0.091179	0.370433	0
B9_22_11_21_M059K_S78_L003	B9_22_11_21_M059K_S78_L003	NA	NA	I	6	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	175119	170096	294014	0.578530274	0	17116257	16875567	58234	1153235	958522	6737327	7968249	0	0	0	5385	4409	928	0.549826	0.450174	0.003451	0.068338	0.056799	0.399236	0.472177	0.125137	0.123377	0	0.954676	0	0.684996	0
B9_240122_M059K_S213_L003	B9_240122_M059K_S213_L003	NA	NA	I	8	T	Y	N	-	N	N	NA	NA	NA	NA	NA	NA	NA	4517573	3867202	26704032	0.144817157	0	388935059	381830082	30953399	68346287	18011902	133717559	130800935	0	0	0	183226	181344	24059	0.502581	0.497419	0.081066	0.178997	0.047173	0.350202	0.342563	0.226169	0.222038	0	2.355886	0	0	0
B9_291121_M059K_S108_L003	B9_291121_M059K_S108_L003	NA	NA	I	0	T	N	NA	-	Y	Y	NA	-0.164721323	-0.045040082	-0.251606273	NA	NA	NA	23780	22320	119862	0.186214146	0	2245111	2184749	7125	77898	88663	1140797	870266	0	0	0	322	347	41	0.481315	0.518685	0.003261	0.035655	0.040583	0.522164	0.398337	0.076238	0.074188	0	1.152808	0.159605	0.498505	0
B9_301121_M059K_S134_L003	B9_301121_M059K_S134_L003	NA	NA	I	0	U	N	NA	-	N	N	NA	NA	NA	NA	NA	NA	NA	4136	3702	94602	0.039132365	0	370444	358672	4359	21870	20180	171493	140770	0	0	0	94	86	6	0.522222	0.477778	0.012153	0.060975	0.056263	0.478133	0.392476	0.117238	0.113512	0	1.320877	0	0.445715	0
B9_310122_M059K_S236_L003	B9_310122_M059K_S236_L003	NA	NA	I	10	U	N	NA	-	Y	Y	NA	-0.219129915	-0.203254711	-0.003109963	NA	NA	NA	5176310	4873155	12392322	0.393239863	0	490108812	483201102	33523266	228656734	121171096	69055627	30794379	0	0	0	636674	652244	47399	0.49396	0.50604	0.069377	0.473212	0.250767	0.142913	0.06373	0.72398	0.713776	0	1.632167	0	0.681562	0
B9L_U_131221_M059K_S170_L003	B9L_131121_M059K_S170_L003	B9_131221_M059K_S178_L003	NA	L_U	5	U	Y	N	-	Y	Y	Y	-0.244774146	0.048571207	-0.194022172	0.206913152	-0.115100964	-0.154959335	268941	238701	1337714	0.178439487	0	24027278	23608988	587183	10423002	5198776	4209915	3190112	0	0	0	30007	30652	754	0.494683	0.505317	0.024871	0.441484	0.220203	0.178318	0.135123	0.661688	0.650168	0	1.194182	0	0.623779	0
B9L1_U_161121_M059K_S68_L003	B9L1_161121_M059K_S68_L003	B9_161121_M059K_S57_L003	NA	L_U	2	U	Y	N	-	Y	Y	N	0.451487942	-0.127027835	-0.246950765	NA	NA	NA	9839	9108	1513812	0.006016599	0	914284	890143	16056	92028	64315	370155	347589	0	0	0	284	361	35	0.44031	0.55969	0.018038	0.103386	0.072252	0.415838	0.390487	0.175638	0.171	0	0.886253	0.157286	0.62037	0
B9LV1_T_240122_M059K_S308_L003	B9LV1_T_240122_M059K_S308_L003	B9_240122_M059K_S213_L003	16	L_T	8	T	Y	N	-	Y	Y	N	-0.502214982	-0.120765352	-0.12725774	NA	NA	NA	5544	4720	16212	0.291142364	0	472599	464211	34830	145450	94982	114099	74850	0	0	0	397	400	18	0.498118	0.501882	0.075031	0.313327	0.20461	0.245791	0.161241	0.517937	0.508744	0	1.022181	0.39985	0.663974	0
B9LV2_T_240122_M059K_S211_L003	B9LV2_T_240122_M059K_S211_L003	B9_240122_M059K_S213_L003	16	L_T	8	T	Y	N	-	N	N	N	NA	NA	NA	NA	NA	NA	25199	22414	350594	0.063931499	0	2253414	2211897	237476	574766	353209	633688	412758	0	0	0	1720	1841	64	0.48301	0.51699	0.107363	0.259852	0.159686	0.286491	0.186608	0.419538	0.411808	0	1.344737	0	0.808526	0
